line_key,line_name,rule_ref,authority,payment_grain,scope,code_system,code,qualifier,qualifier_means,binding_role,source_definition,adjudicated,vernacular_aliases,do_not_alias_with
inpatient_psych_adult,"Inpatient Psychiatric — adult, hospital",59G-4.150,Hospital reimbursement (DRG/EAPG),hospital_drg,decline_well,apr_drg,770,3,severity of illness,grouped_to,"DRUG AND ALCOHOL ABUSE OR DEPENDENCE, LEFT AGAINST MEDICAL ADVICE",True,,
inpatient_psych_adult,"Inpatient Psychiatric — adult, hospital",59G-4.150,Hospital reimbursement (DRG/EAPG),hospital_drg,decline_well,apr_drg,770,4,severity of illness,grouped_to,"DRUG AND ALCOHOL ABUSE OR DEPENDENCE, LEFT AGAINST MEDICAL ADVICE",True,,
inpatient_psych_adult,"Inpatient Psychiatric — adult, hospital",59G-4.150,Hospital reimbursement (DRG/EAPG),hospital_drg,decline_well,apr_drg,772,1,severity of illness,grouped_to,ALCOHOL AND DRUG DEPENDENCE WITH REHABILITATION AND/OR DETOXIFICATION THERAPY,True,,
inpatient_psych_adult,"Inpatient Psychiatric — adult, hospital",59G-4.150,Hospital reimbursement (DRG/EAPG),hospital_drg,decline_well,apr_drg,772,2,severity of illness,grouped_to,ALCOHOL AND DRUG DEPENDENCE WITH REHABILITATION AND/OR DETOXIFICATION THERAPY,True,,
inpatient_psych_adult,"Inpatient Psychiatric — adult, hospital",59G-4.150,Hospital reimbursement (DRG/EAPG),hospital_drg,decline_well,apr_drg,772,3,severity of illness,grouped_to,ALCOHOL AND DRUG DEPENDENCE WITH REHABILITATION AND/OR DETOXIFICATION THERAPY,True,,
inpatient_psych_adult,"Inpatient Psychiatric — adult, hospital",59G-4.150,Hospital reimbursement (DRG/EAPG),hospital_drg,decline_well,apr_drg,772,4,severity of illness,grouped_to,ALCOHOL AND DRUG DEPENDENCE WITH REHABILITATION AND/OR DETOXIFICATION THERAPY,True,,
inpatient_psych_adult,"Inpatient Psychiatric — adult, hospital",59G-4.150,Hospital reimbursement (DRG/EAPG),hospital_drg,decline_well,apr_drg,773,1,severity of illness,grouped_to,OPIOID ABUSE AND DEPENDENCE,True,,
inpatient_psych_adult,"Inpatient Psychiatric — adult, hospital",59G-4.150,Hospital reimbursement (DRG/EAPG),hospital_drg,decline_well,apr_drg,773,2,severity of illness,grouped_to,OPIOID ABUSE AND DEPENDENCE,True,,
inpatient_psych_adult,"Inpatient Psychiatric — adult, hospital",59G-4.150,Hospital reimbursement (DRG/EAPG),hospital_drg,decline_well,apr_drg,773,3,severity of illness,grouped_to,OPIOID ABUSE AND DEPENDENCE,True,,
inpatient_psych_adult,"Inpatient Psychiatric — adult, hospital",59G-4.150,Hospital reimbursement (DRG/EAPG),hospital_drg,decline_well,apr_drg,773,4,severity of illness,grouped_to,OPIOID ABUSE AND DEPENDENCE,True,,
inpatient_psych_adult,"Inpatient Psychiatric — adult, hospital",59G-4.150,Hospital reimbursement (DRG/EAPG),hospital_drg,decline_well,apr_drg,774,1,severity of illness,grouped_to,COCAINE ABUSE AND DEPENDENCE,True,,
inpatient_psych_adult,"Inpatient Psychiatric — adult, hospital",59G-4.150,Hospital reimbursement (DRG/EAPG),hospital_drg,decline_well,apr_drg,774,2,severity of illness,grouped_to,COCAINE ABUSE AND DEPENDENCE,True,,
inpatient_psych_adult,"Inpatient Psychiatric — adult, hospital",59G-4.150,Hospital reimbursement (DRG/EAPG),hospital_drg,decline_well,apr_drg,774,3,severity of illness,grouped_to,COCAINE ABUSE AND DEPENDENCE,True,,
inpatient_psych_adult,"Inpatient Psychiatric — adult, hospital",59G-4.150,Hospital reimbursement (DRG/EAPG),hospital_drg,decline_well,apr_drg,774,4,severity of illness,grouped_to,COCAINE ABUSE AND DEPENDENCE,True,,
inpatient_psych_adult,"Inpatient Psychiatric — adult, hospital",59G-4.150,Hospital reimbursement (DRG/EAPG),hospital_drg,decline_well,apr_drg,775,1,severity of illness,grouped_to,ALCOHOL ABUSE AND DEPENDENCE,True,,
inpatient_psych_adult,"Inpatient Psychiatric — adult, hospital",59G-4.150,Hospital reimbursement (DRG/EAPG),hospital_drg,decline_well,apr_drg,775,2,severity of illness,grouped_to,ALCOHOL ABUSE AND DEPENDENCE,True,,
inpatient_psych_adult,"Inpatient Psychiatric — adult, hospital",59G-4.150,Hospital reimbursement (DRG/EAPG),hospital_drg,decline_well,apr_drg,775,3,severity of illness,grouped_to,ALCOHOL ABUSE AND DEPENDENCE,True,,
inpatient_psych_adult,"Inpatient Psychiatric — adult, hospital",59G-4.150,Hospital reimbursement (DRG/EAPG),hospital_drg,decline_well,apr_drg,775,4,severity of illness,grouped_to,ALCOHOL ABUSE AND DEPENDENCE,True,,
inpatient_psych_adult,"Inpatient Psychiatric — adult, hospital",59G-4.150,Hospital reimbursement (DRG/EAPG),hospital_drg,decline_well,apr_drg,776,1,severity of illness,grouped_to,OTHER DRUG ABUSE AND DEPENDENCE,True,,
inpatient_psych_adult,"Inpatient Psychiatric — adult, hospital",59G-4.150,Hospital reimbursement (DRG/EAPG),hospital_drg,decline_well,apr_drg,776,2,severity of illness,grouped_to,OTHER DRUG ABUSE AND DEPENDENCE,True,,
inpatient_psych_adult,"Inpatient Psychiatric — adult, hospital",59G-4.150,Hospital reimbursement (DRG/EAPG),hospital_drg,decline_well,apr_drg,776,3,severity of illness,grouped_to,OTHER DRUG ABUSE AND DEPENDENCE,True,,
inpatient_psych_adult,"Inpatient Psychiatric — adult, hospital",59G-4.150,Hospital reimbursement (DRG/EAPG),hospital_drg,decline_well,apr_drg,776,4,severity of illness,grouped_to,OTHER DRUG ABUSE AND DEPENDENCE,True,,
iop,Intensive Outpatient Program (IOP),,Plan benefit,code_modifier,decline_well,,,,,,,,,
marchman_act,Marchman Act services,,FL Statute 397 (Marchman Act),facility_per_diem,decline_well,icd10cm,F10-F19,,,classified_by,Mental and behavioural disorders due to psychoactive substance use,False,,
marchman_act,Marchman Act services,,FL Statute 397 (Marchman Act),facility_per_diem,decline_well,apr_drg,770,1,severity of illness,grouped_to,"DRUG AND ALCOHOL ABUSE OR DEPENDENCE, LEFT AGAINST MEDICAL ADVICE",True,,
marchman_act,Marchman Act services,,FL Statute 397 (Marchman Act),facility_per_diem,decline_well,apr_drg,770,2,severity of illness,grouped_to,"DRUG AND ALCOHOL ABUSE OR DEPENDENCE, LEFT AGAINST MEDICAL ADVICE",True,,
marchman_act,Marchman Act services,,FL Statute 397 (Marchman Act),facility_per_diem,decline_well,apr_drg,770,3,severity of illness,grouped_to,"DRUG AND ALCOHOL ABUSE OR DEPENDENCE, LEFT AGAINST MEDICAL ADVICE",True,,
marchman_act,Marchman Act services,,FL Statute 397 (Marchman Act),facility_per_diem,decline_well,apr_drg,770,4,severity of illness,grouped_to,"DRUG AND ALCOHOL ABUSE OR DEPENDENCE, LEFT AGAINST MEDICAL ADVICE",True,,
marchman_act,Marchman Act services,,FL Statute 397 (Marchman Act),facility_per_diem,decline_well,apr_drg,772,1,severity of illness,grouped_to,ALCOHOL AND DRUG DEPENDENCE WITH REHABILITATION AND/OR DETOXIFICATION THERAPY,True,,
marchman_act,Marchman Act services,,FL Statute 397 (Marchman Act),facility_per_diem,decline_well,apr_drg,772,2,severity of illness,grouped_to,ALCOHOL AND DRUG DEPENDENCE WITH REHABILITATION AND/OR DETOXIFICATION THERAPY,True,,
marchman_act,Marchman Act services,,FL Statute 397 (Marchman Act),facility_per_diem,decline_well,apr_drg,772,3,severity of illness,grouped_to,ALCOHOL AND DRUG DEPENDENCE WITH REHABILITATION AND/OR DETOXIFICATION THERAPY,True,,
marchman_act,Marchman Act services,,FL Statute 397 (Marchman Act),facility_per_diem,decline_well,apr_drg,772,4,severity of illness,grouped_to,ALCOHOL AND DRUG DEPENDENCE WITH REHABILITATION AND/OR DETOXIFICATION THERAPY,True,,
marchman_act,Marchman Act services,,FL Statute 397 (Marchman Act),facility_per_diem,decline_well,apr_drg,773,1,severity of illness,grouped_to,OPIOID ABUSE AND DEPENDENCE,True,,
marchman_act,Marchman Act services,,FL Statute 397 (Marchman Act),facility_per_diem,decline_well,apr_drg,773,2,severity of illness,grouped_to,OPIOID ABUSE AND DEPENDENCE,True,,
marchman_act,Marchman Act services,,FL Statute 397 (Marchman Act),facility_per_diem,decline_well,apr_drg,773,3,severity of illness,grouped_to,OPIOID ABUSE AND DEPENDENCE,True,,
marchman_act,Marchman Act services,,FL Statute 397 (Marchman Act),facility_per_diem,decline_well,apr_drg,773,4,severity of illness,grouped_to,OPIOID ABUSE AND DEPENDENCE,True,,
marchman_act,Marchman Act services,,FL Statute 397 (Marchman Act),facility_per_diem,decline_well,apr_drg,774,1,severity of illness,grouped_to,COCAINE ABUSE AND DEPENDENCE,True,,
marchman_act,Marchman Act services,,FL Statute 397 (Marchman Act),facility_per_diem,decline_well,apr_drg,774,2,severity of illness,grouped_to,COCAINE ABUSE AND DEPENDENCE,True,,
marchman_act,Marchman Act services,,FL Statute 397 (Marchman Act),facility_per_diem,decline_well,apr_drg,774,3,severity of illness,grouped_to,COCAINE ABUSE AND DEPENDENCE,True,,
marchman_act,Marchman Act services,,FL Statute 397 (Marchman Act),facility_per_diem,decline_well,apr_drg,774,4,severity of illness,grouped_to,COCAINE ABUSE AND DEPENDENCE,True,,
marchman_act,Marchman Act services,,FL Statute 397 (Marchman Act),facility_per_diem,decline_well,apr_drg,775,1,severity of illness,grouped_to,ALCOHOL ABUSE AND DEPENDENCE,True,,
marchman_act,Marchman Act services,,FL Statute 397 (Marchman Act),facility_per_diem,decline_well,apr_drg,775,2,severity of illness,grouped_to,ALCOHOL ABUSE AND DEPENDENCE,True,,
marchman_act,Marchman Act services,,FL Statute 397 (Marchman Act),facility_per_diem,decline_well,apr_drg,775,3,severity of illness,grouped_to,ALCOHOL ABUSE AND DEPENDENCE,True,,
marchman_act,Marchman Act services,,FL Statute 397 (Marchman Act),facility_per_diem,decline_well,apr_drg,775,4,severity of illness,grouped_to,ALCOHOL ABUSE AND DEPENDENCE,True,,
marchman_act,Marchman Act services,,FL Statute 397 (Marchman Act),facility_per_diem,decline_well,apr_drg,776,1,severity of illness,grouped_to,OTHER DRUG ABUSE AND DEPENDENCE,True,,
marchman_act,Marchman Act services,,FL Statute 397 (Marchman Act),facility_per_diem,decline_well,apr_drg,776,2,severity of illness,grouped_to,OTHER DRUG ABUSE AND DEPENDENCE,True,,
marchman_act,Marchman Act services,,FL Statute 397 (Marchman Act),facility_per_diem,decline_well,apr_drg,776,3,severity of illness,grouped_to,OTHER DRUG ABUSE AND DEPENDENCE,True,,
marchman_act,Marchman Act services,,FL Statute 397 (Marchman Act),facility_per_diem,decline_well,apr_drg,776,4,severity of illness,grouped_to,OTHER DRUG ABUSE AND DEPENDENCE,True,,
mobile_response,Mobile Response Team / crisis intervention,,DCF Managing Entity,facility_per_diem,decline_well,,,,,,,,,
php,Partial Hospitalization Program (PHP),,Plan benefit,code_modifier,decline_well,,,,,,,,,
sud_residential,Substance Use Residential Treatment,,IMD 1115 demonstration,facility_per_diem,decline_well,icd10cm,F10-F19,,,classified_by,Mental and behavioural disorders due to psychoactive substance use,False,,
sud_residential,Substance Use Residential Treatment,,IMD 1115 demonstration,facility_per_diem,decline_well,apr_drg,770,1,severity of illness,grouped_to,"DRUG AND ALCOHOL ABUSE OR DEPENDENCE, LEFT AGAINST MEDICAL ADVICE",True,,
sud_residential,Substance Use Residential Treatment,,IMD 1115 demonstration,facility_per_diem,decline_well,apr_drg,770,2,severity of illness,grouped_to,"DRUG AND ALCOHOL ABUSE OR DEPENDENCE, LEFT AGAINST MEDICAL ADVICE",True,,
sud_residential,Substance Use Residential Treatment,,IMD 1115 demonstration,facility_per_diem,decline_well,apr_drg,770,3,severity of illness,grouped_to,"DRUG AND ALCOHOL ABUSE OR DEPENDENCE, LEFT AGAINST MEDICAL ADVICE",True,,
sud_residential,Substance Use Residential Treatment,,IMD 1115 demonstration,facility_per_diem,decline_well,apr_drg,770,4,severity of illness,grouped_to,"DRUG AND ALCOHOL ABUSE OR DEPENDENCE, LEFT AGAINST MEDICAL ADVICE",True,,
sud_residential,Substance Use Residential Treatment,,IMD 1115 demonstration,facility_per_diem,decline_well,apr_drg,772,1,severity of illness,grouped_to,ALCOHOL AND DRUG DEPENDENCE WITH REHABILITATION AND/OR DETOXIFICATION THERAPY,True,,
sud_residential,Substance Use Residential Treatment,,IMD 1115 demonstration,facility_per_diem,decline_well,apr_drg,772,2,severity of illness,grouped_to,ALCOHOL AND DRUG DEPENDENCE WITH REHABILITATION AND/OR DETOXIFICATION THERAPY,True,,
sud_residential,Substance Use Residential Treatment,,IMD 1115 demonstration,facility_per_diem,decline_well,apr_drg,772,3,severity of illness,grouped_to,ALCOHOL AND DRUG DEPENDENCE WITH REHABILITATION AND/OR DETOXIFICATION THERAPY,True,,
sud_residential,Substance Use Residential Treatment,,IMD 1115 demonstration,facility_per_diem,decline_well,apr_drg,772,4,severity of illness,grouped_to,ALCOHOL AND DRUG DEPENDENCE WITH REHABILITATION AND/OR DETOXIFICATION THERAPY,True,,
sud_residential,Substance Use Residential Treatment,,IMD 1115 demonstration,facility_per_diem,decline_well,apr_drg,773,1,severity of illness,grouped_to,OPIOID ABUSE AND DEPENDENCE,True,,
sud_residential,Substance Use Residential Treatment,,IMD 1115 demonstration,facility_per_diem,decline_well,apr_drg,773,2,severity of illness,grouped_to,OPIOID ABUSE AND DEPENDENCE,True,,
sud_residential,Substance Use Residential Treatment,,IMD 1115 demonstration,facility_per_diem,decline_well,apr_drg,773,3,severity of illness,grouped_to,OPIOID ABUSE AND DEPENDENCE,True,,
sud_residential,Substance Use Residential Treatment,,IMD 1115 demonstration,facility_per_diem,decline_well,apr_drg,773,4,severity of illness,grouped_to,OPIOID ABUSE AND DEPENDENCE,True,,
sud_residential,Substance Use Residential Treatment,,IMD 1115 demonstration,facility_per_diem,decline_well,apr_drg,774,1,severity of illness,grouped_to,COCAINE ABUSE AND DEPENDENCE,True,,
sud_residential,Substance Use Residential Treatment,,IMD 1115 demonstration,facility_per_diem,decline_well,apr_drg,774,2,severity of illness,grouped_to,COCAINE ABUSE AND DEPENDENCE,True,,
sud_residential,Substance Use Residential Treatment,,IMD 1115 demonstration,facility_per_diem,decline_well,apr_drg,774,3,severity of illness,grouped_to,COCAINE ABUSE AND DEPENDENCE,True,,
sud_residential,Substance Use Residential Treatment,,IMD 1115 demonstration,facility_per_diem,decline_well,apr_drg,774,4,severity of illness,grouped_to,COCAINE ABUSE AND DEPENDENCE,True,,
sud_residential,Substance Use Residential Treatment,,IMD 1115 demonstration,facility_per_diem,decline_well,apr_drg,775,1,severity of illness,grouped_to,ALCOHOL ABUSE AND DEPENDENCE,True,,
sud_residential,Substance Use Residential Treatment,,IMD 1115 demonstration,facility_per_diem,decline_well,apr_drg,775,2,severity of illness,grouped_to,ALCOHOL ABUSE AND DEPENDENCE,True,,
sud_residential,Substance Use Residential Treatment,,IMD 1115 demonstration,facility_per_diem,decline_well,apr_drg,775,3,severity of illness,grouped_to,ALCOHOL ABUSE AND DEPENDENCE,True,,
sud_residential,Substance Use Residential Treatment,,IMD 1115 demonstration,facility_per_diem,decline_well,apr_drg,775,4,severity of illness,grouped_to,ALCOHOL ABUSE AND DEPENDENCE,True,,
sud_residential,Substance Use Residential Treatment,,IMD 1115 demonstration,facility_per_diem,decline_well,apr_drg,776,1,severity of illness,grouped_to,OTHER DRUG ABUSE AND DEPENDENCE,True,,
sud_residential,Substance Use Residential Treatment,,IMD 1115 demonstration,facility_per_diem,decline_well,apr_drg,776,2,severity of illness,grouped_to,OTHER DRUG ABUSE AND DEPENDENCE,True,,
sud_residential,Substance Use Residential Treatment,,IMD 1115 demonstration,facility_per_diem,decline_well,apr_drg,776,3,severity of illness,grouped_to,OTHER DRUG ABUSE AND DEPENDENCE,True,,
sud_residential,Substance Use Residential Treatment,,IMD 1115 demonstration,facility_per_diem,decline_well,apr_drg,776,4,severity of illness,grouped_to,OTHER DRUG ABUSE AND DEPENDENCE,True,,
withdrawal_management,Withdrawal Management / Detoxification,,DCF Managing Entity,facility_per_diem,decline_well,icd10cm,F10-F19,,,classified_by,Mental and behavioural disorders due to psychoactive substance use,False,,
withdrawal_management,Withdrawal Management / Detoxification,,DCF Managing Entity,facility_per_diem,decline_well,apr_drg,770,1,severity of illness,grouped_to,"DRUG AND ALCOHOL ABUSE OR DEPENDENCE, LEFT AGAINST MEDICAL ADVICE",True,,
withdrawal_management,Withdrawal Management / Detoxification,,DCF Managing Entity,facility_per_diem,decline_well,apr_drg,770,2,severity of illness,grouped_to,"DRUG AND ALCOHOL ABUSE OR DEPENDENCE, LEFT AGAINST MEDICAL ADVICE",True,,
withdrawal_management,Withdrawal Management / Detoxification,,DCF Managing Entity,facility_per_diem,decline_well,apr_drg,770,3,severity of illness,grouped_to,"DRUG AND ALCOHOL ABUSE OR DEPENDENCE, LEFT AGAINST MEDICAL ADVICE",True,,
withdrawal_management,Withdrawal Management / Detoxification,,DCF Managing Entity,facility_per_diem,decline_well,apr_drg,770,4,severity of illness,grouped_to,"DRUG AND ALCOHOL ABUSE OR DEPENDENCE, LEFT AGAINST MEDICAL ADVICE",True,,
withdrawal_management,Withdrawal Management / Detoxification,,DCF Managing Entity,facility_per_diem,decline_well,apr_drg,772,1,severity of illness,grouped_to,ALCOHOL AND DRUG DEPENDENCE WITH REHABILITATION AND/OR DETOXIFICATION THERAPY,True,,
withdrawal_management,Withdrawal Management / Detoxification,,DCF Managing Entity,facility_per_diem,decline_well,apr_drg,772,2,severity of illness,grouped_to,ALCOHOL AND DRUG DEPENDENCE WITH REHABILITATION AND/OR DETOXIFICATION THERAPY,True,,
withdrawal_management,Withdrawal Management / Detoxification,,DCF Managing Entity,facility_per_diem,decline_well,apr_drg,772,3,severity of illness,grouped_to,ALCOHOL AND DRUG DEPENDENCE WITH REHABILITATION AND/OR DETOXIFICATION THERAPY,True,,
withdrawal_management,Withdrawal Management / Detoxification,,DCF Managing Entity,facility_per_diem,decline_well,apr_drg,772,4,severity of illness,grouped_to,ALCOHOL AND DRUG DEPENDENCE WITH REHABILITATION AND/OR DETOXIFICATION THERAPY,True,,
withdrawal_management,Withdrawal Management / Detoxification,,DCF Managing Entity,facility_per_diem,decline_well,apr_drg,773,1,severity of illness,grouped_to,OPIOID ABUSE AND DEPENDENCE,True,,
withdrawal_management,Withdrawal Management / Detoxification,,DCF Managing Entity,facility_per_diem,decline_well,apr_drg,773,2,severity of illness,grouped_to,OPIOID ABUSE AND DEPENDENCE,True,,
withdrawal_management,Withdrawal Management / Detoxification,,DCF Managing Entity,facility_per_diem,decline_well,apr_drg,773,3,severity of illness,grouped_to,OPIOID ABUSE AND DEPENDENCE,True,,
withdrawal_management,Withdrawal Management / Detoxification,,DCF Managing Entity,facility_per_diem,decline_well,apr_drg,773,4,severity of illness,grouped_to,OPIOID ABUSE AND DEPENDENCE,True,,
withdrawal_management,Withdrawal Management / Detoxification,,DCF Managing Entity,facility_per_diem,decline_well,apr_drg,774,1,severity of illness,grouped_to,COCAINE ABUSE AND DEPENDENCE,True,,
withdrawal_management,Withdrawal Management / Detoxification,,DCF Managing Entity,facility_per_diem,decline_well,apr_drg,774,2,severity of illness,grouped_to,COCAINE ABUSE AND DEPENDENCE,True,,
withdrawal_management,Withdrawal Management / Detoxification,,DCF Managing Entity,facility_per_diem,decline_well,apr_drg,774,3,severity of illness,grouped_to,COCAINE ABUSE AND DEPENDENCE,True,,
withdrawal_management,Withdrawal Management / Detoxification,,DCF Managing Entity,facility_per_diem,decline_well,apr_drg,774,4,severity of illness,grouped_to,COCAINE ABUSE AND DEPENDENCE,True,,
withdrawal_management,Withdrawal Management / Detoxification,,DCF Managing Entity,facility_per_diem,decline_well,apr_drg,775,1,severity of illness,grouped_to,ALCOHOL ABUSE AND DEPENDENCE,True,,
withdrawal_management,Withdrawal Management / Detoxification,,DCF Managing Entity,facility_per_diem,decline_well,apr_drg,775,2,severity of illness,grouped_to,ALCOHOL ABUSE AND DEPENDENCE,True,,
withdrawal_management,Withdrawal Management / Detoxification,,DCF Managing Entity,facility_per_diem,decline_well,apr_drg,775,3,severity of illness,grouped_to,ALCOHOL ABUSE AND DEPENDENCE,True,,
withdrawal_management,Withdrawal Management / Detoxification,,DCF Managing Entity,facility_per_diem,decline_well,apr_drg,775,4,severity of illness,grouped_to,ALCOHOL ABUSE AND DEPENDENCE,True,,
withdrawal_management,Withdrawal Management / Detoxification,,DCF Managing Entity,facility_per_diem,decline_well,apr_drg,776,1,severity of illness,grouped_to,OTHER DRUG ABUSE AND DEPENDENCE,True,,
withdrawal_management,Withdrawal Management / Detoxification,,DCF Managing Entity,facility_per_diem,decline_well,apr_drg,776,2,severity of illness,grouped_to,OTHER DRUG ABUSE AND DEPENDENCE,True,,
withdrawal_management,Withdrawal Management / Detoxification,,DCF Managing Entity,facility_per_diem,decline_well,apr_drg,776,3,severity of illness,grouped_to,OTHER DRUG ABUSE AND DEPENDENCE,True,,
withdrawal_management,Withdrawal Management / Detoxification,,DCF Managing Entity,facility_per_diem,decline_well,apr_drg,776,4,severity of illness,grouped_to,OTHER DRUG ABUSE AND DEPENDENCE,True,,
